key,fare_amount
2015-01-27 13:08:24.0000002,10.664582233920328
2015-01-27 13:08:24.0000003,10.878533285839922
2011-10-08 11:53:44.0000002,5.3871956983311975
2012-12-01 21:12:12.0000002,8.938006209735704
2012-12-01 21:12:12.0000003,16.11823864869848
2012-12-01 21:12:12.0000005,11.581692796202788
2011-10-06 12:10:20.0000001,6.135618312557199
2011-10-06 12:10:20.0000003,49.32784710394344
2011-10-06 12:10:20.0000002,12.305943401970126
2014-02-18 15:22:20.0000002,7.636132983268908
2014-02-18 15:22:20.0000003,10.188396960883892
2014-02-18 15:22:20.0000001,15.43063171286849
2010-03-29 20:20:32.0000002,4.864511959141055
2010-03-29 20:20:32.0000001,6.861309651460488
2011-10-06 03:59:12.0000002,9.380285326127705
2011-10-06 03:59:12.0000001,14.852724848137314
2012-07-15 16:45:04.0000006,5.024199668082474
2012-07-15 16:45:04.0000002,9.702320898834614
2012-07-15 16:45:04.0000003,6.033474291241646
2012-07-15 16:45:04.0000004,5.293372139545454
2014-10-29 02:09:56.0000001,9.284150551631
2014-06-14 13:39:00.00000010,9.552129949255914
2014-06-14 13:39:00.00000060,8.161107185045012
2014-06-14 13:39:00.00000087,9.409802238965312
2014-06-14 13:39:00.00000050,17.53759404984953
2014-06-14 13:39:00.0000003,7.776023212218433
2014-06-14 13:39:00.000000158,35.40675410957783
2014-06-14 13:39:00.00000015,25.182809659107306
2014-06-14 13:39:00.00000073,7.823891965005032
2014-06-14 13:39:00.00000077,15.267281174516029
2014-06-14 13:39:00.000000145,11.503519184126617
2014-06-14 13:39:00.00000079,7.90258838313207
2014-06-14 13:39:00.000000121,7.669040681345223
2014-06-14 13:39:00.00000021,11.448304269465325
2014-06-14 13:39:00.0000005,9.727500297660299
2014-06-14 13:39:00.000000165,8.701990084643967
2014-06-14 13:39:00.000000184,7.824325012316194
2014-06-14 13:39:00.00000059,7.506332652262472
2014-06-14 13:39:00.00000070,8.711801998572582
2014-06-14 13:39:00.00000068,6.9269348864118
2014-06-14 13:39:00.000000133,20.22749828472388
2014-06-14 13:39:00.000000128,10.829257784312404
2014-06-14 13:39:00.000000136,18.53596257045683
2014-06-14 13:39:00.00000017,10.387985000594881
2014-06-14 13:39:00.000000111,6.657921214637327
2014-06-14 13:39:00.000000115,11.881772491208721
2014-06-14 13:39:00.000000168,7.2739179931122635
2014-06-14 13:39:00.00000031,7.9862021778542385
2014-06-14 13:39:00.000000116,7.621103020159353
2014-06-14 13:39:00.00000051,6.883810296500542
2014-06-14 13:39:00.000000193,11.746244656005047
2014-06-14 13:39:00.000000132,12.54044304114177
2014-06-14 13:39:00.000000167,18.29657528052553
2014-06-14 13:39:00.00000044,7.743498191246772
2014-06-14 13:39:00.000000138,8.22810843748698
2014-06-14 13:39:00.00000066,15.532270448896952
2014-06-14 13:39:00.00000063,13.03141168846878
2014-06-14 13:39:00.000000154,10.527523250452305
2014-06-14 13:39:00.00000097,13.39208399180302
2014-06-14 13:39:00.00000067,13.539801486883789
2014-06-14 13:39:00.000000179,8.284574747716533
2014-06-14 13:39:00.00000092,10.89885333930738
2014-06-14 13:39:00.00000029,7.038114157207701
2014-06-14 13:39:00.000000177,7.171810575653581
2014-06-14 13:39:00.000000192,8.639655483650813
2014-06-14 13:39:00.000000181,8.258476658242444
2014-06-14 13:39:00.000000120,11.045721231845619
2014-06-14 13:39:00.0000008,7.529802855682874
2014-06-14 13:39:00.000000103,6.592336532701665
2014-06-14 13:39:00.00000049,16.993955672494167
2014-06-14 13:39:00.000000108,8.007174135448622
2014-06-14 13:39:00.00000072,6.755220480515163
2014-06-14 13:39:00.000000182,11.514064834697137
2014-06-14 13:39:00.00000061,8.297339505613309
